,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
744,LUZIÂNIA,precatoria,2020,485,663,12,1.78
745,MARA ROSA,civel,2020,112,161,93,36.61
746,MARA ROSA,criminal,2020,248,262,144,35.47
747,MARA ROSA,familia - interior,2020,161,206,100,32.68
748,MARA ROSA,fazenda publica mista,2020,88,470,49,9.44
749,MARA ROSA,infancia e juventude civel,2020,6,7,4,36.36
750,MARA ROSA,infancia e juventude infracional,2020,5,11,3,21.43
751,MARA ROSA,juizado especial civel,2020,233,245,227,48.09
752,MARA ROSA,juizado especial criminal,2020,78,722,59,7.55
753,MARA ROSA,juizado especial fazenda publica,2020,19,0,19,100.0
754,MAURILÂNDIA,civel,2020,298,453,207,31.36
755,MAURILÂNDIA,criminal,2020,288,287,215,42.83
756,MAURILÂNDIA,familia - interior,2020,275,312,174,35.8
757,MAURILÂNDIA,fazenda publica mista,2020,327,902,282,23.82
758,MAURILÂNDIA,infancia e juventude civel,2020,5,8,4,33.33
759,MAURILÂNDIA,infancia e juventude infracional,2020,17,20,13,39.39
760,MAURILÂNDIA,juizado especial civel,2020,486,413,354,46.15
761,MAURILÂNDIA,juizado especial criminal,2020,134,84,115,57.79
762,MAURILÂNDIA,juizado especial fazenda publica,2020,8,0,8,100.0
763,MINAÇU,civel,2020,401,424,368,46.46
764,MINAÇU,criminal,2020,435,349,306,46.72
765,MINAÇU,execucao penal,2020,2,210,2,0.94
766,MINAÇU,familia - interior,2020,263,353,146,29.26
767,MINAÇU,fazenda publica mista,2020,1137,824,1120,57.61
768,MINAÇU,infancia e juventude civel,2020,13,49,5,9.26
769,MINAÇU,infancia e juventude infracional,2020,25,41,14,25.45
770,MINAÇU,juizado especial civel,2020,438,684,258,27.39
771,MINAÇU,juizado especial criminal,2020,65,264,50,15.92
772,MINAÇU,juizado especial fazenda publica,2020,52,0,52,100.0
773,MINEIROS,civel,2020,974,853,910,51.62
774,MINEIROS,criminal,2020,1551,638,1368,68.2
775,MINEIROS,familia - interior,2020,768,715,648,47.54
