,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
5612,GOIANIRA,familia - interior,2024,926,1065,522,32.89
5613,GOIANIRA,fazenda publica mista,2024,290,976,192,16.44
5614,GOIANIRA,infancia e juventude civel,2024,59,70,35,33.33
5615,GOIANIRA,infancia e juventude infracional,2024,111,118,61,34.08
5616,GOIANIRA,juizado especial civel,2024,1046,1738,521,23.06
5617,GOIANIRA,juizado especial criminal,2024,293,479,133,21.73
5618,GOIANIRA,juizado especial fazenda publica,2024,124,132,97,42.36
5619,GOIANÁPOLIS,civel,2024,332,217,304,58.35
5620,GOIANÁPOLIS,criminal,2024,497,711,351,33.05
5621,GOIANÁPOLIS,execucao penal,2024,57,59,52,46.85
5622,GOIANÁPOLIS,familia - interior,2024,302,307,212,40.85
5623,GOIANÁPOLIS,fazenda publica mista,2024,119,331,87,20.81
5624,GOIANÁPOLIS,infancia e juventude civel,2024,8,22,7,24.14
5625,GOIANÁPOLIS,infancia e juventude infracional,2024,40,59,32,35.16
5626,GOIANÁPOLIS,juizado especial civel,2024,238,163,197,54.72
5627,GOIANÁPOLIS,juizado especial criminal,2024,101,258,61,19.12
5628,GOIANÁPOLIS,juizado especial fazenda publica,2024,124,113,118,51.08
5629,GOIANÉSIA,civel,2024,1684,1544,1369,47.0
5630,GOIANÉSIA,criminal,2024,2074,3504,983,21.91
5631,GOIANÉSIA,execucao penal,2024,392,286,338,54.17
5632,GOIANÉSIA,familia - interior,2024,1113,1308,700,34.86
5633,GOIANÉSIA,fazenda publica mista,2024,1605,2554,1396,35.34
5634,GOIANÉSIA,fazenda publica mista  execucao fiscal,2024,39,1074,33,2.98
5635,GOIANÉSIA,infancia e juventude civel,2024,174,148,124,45.59
5636,GOIANÉSIA,infancia e juventude infracional,2024,112,117,85,42.08
5637,GOIANÉSIA,juizado especial civel,2024,1968,2044,1368,40.09
5638,GOIANÉSIA,juizado especial criminal,2024,376,315,350,52.63
5639,GOIANÉSIA,juizado especial fazenda publica,2024,399,336,361,51.79
5640,GOIANÉSIA,preprocessual,2024,108,119,20,14.39
5641,GOIATUBA,civel,2024,1244,1100,968,46.81
5642,GOIATUBA,criminal,2024,642,689,375,35.24
5643,GOIATUBA,execucao penal,2024,132,115,111,49.12
5644,GOIATUBA,familia - interior,2024,643,729,355,32.75
5645,GOIATUBA,fazenda publica mista,2024,287,988,211,17.6
5646,GOIATUBA,infancia e juventude civel,2024,24,45,9,16.67
5647,GOIATUBA,infancia e juventude infracional,2024,69,116,28,19.44
5648,GOIATUBA,juizado especial civel,2024,1476,1653,1028,38.34
5649,GOIATUBA,juizado especial criminal,2024,213,353,87,19.77
5650,GOIATUBA,juizado especial fazenda publica,2024,166,90,157,63.56
5651,GOIÁS,civel,2024,622,413,522,55.83
5652,GOIÁS,criminal,2024,684,613,493,44.58
5653,GOIÁS,execucao penal,2024,77,71,66,48.18
5654,GOIÁS,familia - interior,2024,426,531,276,34.2
5655,GOIÁS,fazenda publica mista,2024,1373,1534,990,39.22
5656,GOIÁS,infancia e juventude civel,2024,16,16,11,40.74
5657,GOIÁS,infancia e juventude infracional,2024,82,87,56,39.16
5658,GOIÁS,juizado especial civel,2024,787,822,517,38.61
5659,GOIÁS,juizado especial criminal,2024,125,132,101,43.35
5660,GOIÁS,juizado especial fazenda publica,2024,257,348,225,39.27
5661,GOIÁS,preprocessual,2024,509,587,50,7.85
5662,GOIÂNIA,auditoria militar civel,2024,13,34,12,26.09
5663,GOIÂNIA,auditoria militar criminal,2024,718,990,473,32.33
5664,GOIÂNIA,civel,2024,5533,9863,4259,30.16
5665,GOIÂNIA,execucao penal,2024,7012,7998,5794,42.01
5666,GOIÂNIA,familia - interior,2024,1,1,1,50.0
5667,GOIÂNIA,fazenda publica estadual,2024,528,4303,445,9.37
5668,GOIÂNIA,fazenda publica estadual - execucao fiscal,2024,3512,1848,3194,63.35
5669,GOIÂNIA,fazenda publica municipal - execucao fiscal,2024,3010,38308,2685,6.55
5670,GOIÂNIA,infancia e juventude civel,2024,2662,2523,1869,42.55
5671,GOIÂNIA,infancia e juventude infracional,2024,1148,1222,385,23.96
5672,GOIÂNIA,juizado especial civel,2024,3,829,3,0.36
5673,GOIÂNIA,juizado especial fazenda publica,2024,5,1,5,83.33
5674,GOIÂNIA,preprocessual,2024,5573,7090,847,10.67
5675,GOIÂNIA,secao criminal,2024,95,220,1,0.45
5676,GOIÂNIA,upj civel,2024,51822,55860,40059,41.76
5677,GOIÂNIA,upj criminal,2024,13294,18257,6325,25.73
5678,GOIÂNIA,upj de violencia domestica,2024,9352,10739,5073,32.08
5679,GOIÂNIA,upj dos juizados especiais civeis,2024,53452,61744,23777,27.8
5680,GOIÂNIA,upj familia,2024,17495,20978,9488,31.14
5681,GOIÂNIA,upj fazenda publica estadual,2024,19010,14037,15889,53.09
5682,GOIÂNIA,upj fazenda publica municipal,2024,2599,2936,1931,39.68
5683,GOIÂNIA,upj juizado especial criminal,2024,11895,13352,2710,16.87
5684,GOIÂNIA,upj juizado especial da fazenda publica,2024,30716,46666,24757,34.66
5685,GOIÂNIA,upj sucessoes,2024,2548,3120,2101,40.24
5686,GOIÂNIA,upj turma recursal,2024,38827,38799,12419,24.25
5687,GOIÂNIA,upj varas das garantias,2024,7901,5411,5223,49.12
5688,GUAPÓ,civel,2024,1324,1184,1029,46.5
5689,GUAPÓ,criminal,2024,936,984,492,33.33
5690,GUAPÓ,execucao penal,2024,115,149,109,42.25
5691,GUAPÓ,familia - interior,2024,549,625,393,38.61
5692,GUAPÓ,fazenda publica mista,2024,339,773,208,21.2
5693,GUAPÓ,infancia e juventude civel,2024,48,36,33,47.83
5694,GUAPÓ,infancia e juventude infracional,2024,49,58,18,23.68
5695,GUAPÓ,juizado especial civel,2024,584,603,405,40.18
5696,GUAPÓ,juizado especial criminal,2024,298,250,145,36.71
5697,GUAPÓ,juizado especial fazenda publica,2024,124,146,96,39.67
5698,HIDROLÂNDIA,civel,2024,577,717,433,37.65
5699,HIDROLÂNDIA,criminal,2024,495,841,316,27.31
5700,HIDROLÂNDIA,execucao penal,2024,129,223,103,31.6
5701,HIDROLÂNDIA,familia - interior,2024,439,483,280,36.7
5702,HIDROLÂNDIA,fazenda publica mista,2024,221,449,174,27.93
5703,HIDROLÂNDIA,infancia e juventude civel,2024,21,27,12,30.77
5704,HIDROLÂNDIA,infancia e juventude infracional,2024,47,38,28,42.42
5705,HIDROLÂNDIA,juizado especial civel,2024,563,669,324,32.63
5706,HIDROLÂNDIA,juizado especial criminal,2024,234,548,154,21.94
5707,HIDROLÂNDIA,juizado especial fazenda publica,2024,72,82,59,41.84
5708,IACIARA,civel,2024,165,104,132,55.93
5709,IACIARA,criminal,2024,462,420,259,38.14
5710,IACIARA,execucao penal,2024,83,30,76,71.7
5711,IACIARA,familia - interior,2024,133,138,84,37.84
5712,IACIARA,fazenda publica mista,2024,228,360,196,35.25
5713,IACIARA,infancia e juventude civel,2024,11,9,5,35.71
5714,IACIARA,infancia e juventude infracional,2024,21,7,14,66.67
5715,IACIARA,juizado especial civel,2024,126,127,100,44.05
5716,IACIARA,juizado especial criminal,2024,63,46,53,53.54
5717,IACIARA,juizado especial fazenda publica,2024,26,25,23,47.92
5718,INHUMAS,civel,2024,1324,1259,1088,46.36
5719,INHUMAS,criminal,2024,927,1056,608,36.54
5720,INHUMAS,execucao penal,2024,181,163,164,50.15
5721,INHUMAS,familia - interior,2024,864,1083,453,29.49
5722,INHUMAS,fazenda publica mista,2024,564,2545,332,11.54
5723,INHUMAS,infancia e juventude civel,2024,53,68,40,37.04
5724,INHUMAS,infancia e juventude infracional,2024,36,47,26,35.62
5725,INHUMAS,juizado especial civel,2024,1376,1152,911,44.16
5726,INHUMAS,juizado especial criminal,2024,267,216,164,43.16
5727,INHUMAS,juizado especial fazenda publica,2024,238,415,200,32.52
5728,IPAMERI,civel,2024,764,763,496,39.4
5729,IPAMERI,criminal,2024,678,862,225,20.7
5730,IPAMERI,execucao penal,2024,261,198,238,54.59
5731,IPAMERI,familia - interior,2024,613,702,265,27.4
5732,IPAMERI,fazenda publica mista,2024,479,1032,263,20.31
5733,IPAMERI,infancia e juventude civel,2024,29,38,5,11.63
5734,IPAMERI,infancia e juventude infracional,2024,21,23,3,11.54
5735,IPAMERI,juizado especial civel,2024,1668,1676,885,34.56
5736,IPAMERI,juizado especial criminal,2024,295,265,136,33.92
5737,IPAMERI,juizado especial fazenda publica,2024,80,147,50,25.38
5738,IPAMERI,preprocessual,2024,2,3,2,40.0
5739,IPORÁ,civel,2024,1039,716,832,53.75
5740,IPORÁ,criminal,2024,1234,1132,752,39.92
5741,IPORÁ,execucao penal,2024,270,270,215,44.33
5742,IPORÁ,familia - interior,2024,597,636,454,41.65
5743,IPORÁ,fazenda publica mista,2024,1372,1652,1121,40.43
5744,IPORÁ,infancia e juventude civel,2024,43,62,25,28.74
5745,IPORÁ,infancia e juventude infracional,2024,66,50,52,50.98
5746,IPORÁ,juizado especial civel,2024,863,1256,483,27.77
5747,IPORÁ,juizado especial criminal,2024,242,412,95,18.74
5748,IPORÁ,juizado especial fazenda publica,2024,246,186,205,52.43
5749,ITABERAÍ,civel,2024,1562,1041,1258,54.72
5750,ITABERAÍ,criminal,2024,904,999,532,34.75
5751,ITABERAÍ,execucao penal,2024,328,114,310,73.11
5752,ITABERAÍ,familia - interior,2024,510,581,319,35.44
5753,ITABERAÍ,fazenda publica mista,2024,747,1152,597,34.13
5754,ITABERAÍ,infancia e juventude civel,2024,43,36,26,41.94
5755,ITABERAÍ,infancia e juventude infracional,2024,137,117,79,40.31
5756,ITABERAÍ,juizado especial civel,2024,1137,1000,830,45.36
5757,ITABERAÍ,juizado especial criminal,2024,153,306,62,16.85
5758,ITABERAÍ,juizado especial fazenda publica,2024,148,328,118,26.46
5759,ITAJÁ,civel,2024,181,286,144,33.49
5760,ITAJÁ,criminal,2024,241,348,125,26.43
5761,ITAJÁ,execucao penal,2024,46,12,44,78.57
5762,ITAJÁ,familia - interior,2024,182,205,127,38.25
5763,ITAJÁ,fazenda publica mista,2024,241,455,201,30.64
5764,ITAJÁ,infancia e juventude civel,2024,6,30,4,11.76
5765,ITAJÁ,infancia e juventude infracional,2024,11,9,8,47.06
5766,ITAJÁ,juizado especial civel,2024,154,150,128,46.04
5767,ITAJÁ,juizado especial criminal,2024,70,91,49,35.0
5768,ITAJÁ,juizado especial fazenda publica,2024,15,43,11,20.37
5769,ITAPACI,civel,2024,1003,681,829,54.9
5770,ITAPACI,criminal,2024,308,425,159,27.23
5771,ITAPACI,execucao penal,2024,99,57,85,59.86
5772,ITAPACI,familia - interior,2024,382,555,222,28.57
5773,ITAPACI,fazenda publica mista,2024,841,1456,654,31.0
5774,ITAPACI,infancia e juventude civel,2024,9,22,5,18.52
5775,ITAPACI,infancia e juventude infracional,2024,19,16,15,48.39
5776,ITAPACI,juizado especial civel,2024,422,606,299,33.04
5777,ITAPACI,juizado especial criminal,2024,94,101,63,38.41
5778,ITAPACI,juizado especial fazenda publica,2024,94,195,82,29.6
5779,ITAPIRAPUÃ,civel,2024,234,455,207,31.27
5780,ITAPIRAPUÃ,criminal,2024,223,326,158,32.64
5781,ITAPIRAPUÃ,execucao penal,2024,14,36,14,28.0
5782,ITAPIRAPUÃ,familia - interior,2024,151,241,103,29.94
5783,ITAPIRAPUÃ,fazenda publica mista,2024,335,515,324,38.62
5784,ITAPIRAPUÃ,infancia e juventude civel,2024,3,8,2,20.0
5785,ITAPIRAPUÃ,infancia e juventude infracional,2024,28,35,17,32.69
5786,ITAPIRAPUÃ,juizado especial civel,2024,194,392,127,24.47
5787,ITAPIRAPUÃ,juizado especial criminal,2024,40,58,35,37.63
5788,ITAPIRAPUÃ,juizado especial fazenda publica,2024,21,34,19,35.85
5789,ITAPURANGA,civel,2024,761,518,593,53.38
5790,ITAPURANGA,criminal,2024,661,575,452,44.01
5791,ITAPURANGA,execucao penal,2024,83,73,76,51.01
5792,ITAPURANGA,familia - interior,2024,445,534,253,32.15
5793,ITAPURANGA,fazenda publica mista,2024,1109,1475,976,39.82
5794,ITAPURANGA,infancia e juventude civel,2024,11,14,5,26.32
5795,ITAPURANGA,infancia e juventude infracional,2024,51,54,40,42.55
5796,ITAPURANGA,juizado especial civel,2024,920,930,515,35.64
5797,ITAPURANGA,juizado especial criminal,2024,247,380,202,34.71
5798,ITAPURANGA,juizado especial fazenda publica,2024,332,526,298,36.17
5799,ITAUÇU,civel,2024,79,80,75,48.39
5800,ITAUÇU,criminal,2024,143,159,87,35.37
5801,ITAUÇU,execucao penal,2024,29,23,29,55.77
5802,ITAUÇU,familia - interior,2024,105,118,85,41.87
5803,ITAUÇU,fazenda publica mista,2024,184,233,168,41.9
5804,ITAUÇU,infancia e juventude civel,2024,2,4,0,0.0
5805,ITAUÇU,infancia e juventude infracional,2024,1,3,1,25.0
5806,ITAUÇU,juizado especial civel,2024,58,96,45,31.91
5807,ITAUÇU,juizado especial criminal,2024,37,15,35,70.0
5808,ITAUÇU,juizado especial fazenda publica,2024,35,40,34,45.95
5809,ITUMBIARA,civel,2024,3567,3459,2634,43.23
5810,ITUMBIARA,criminal,2024,3496,2831,1828,39.24
5811,ITUMBIARA,execucao penal,2024,708,644,525,44.91
5812,ITUMBIARA,familia - interior,2024,1853,2144,888,29.29
5813,ITUMBIARA,fazenda publica mista,2024,1385,4362,1030,19.1
5814,ITUMBIARA,infancia e juventude civel,2024,116,144,58,28.71
5815,ITUMBIARA,infancia e juventude infracional,2024,245,285,126,30.66
5816,ITUMBIARA,juizado especial civel e criminal,2024,5692,6392,1893,22.85
5817,ITUMBIARA,juizado especial fazenda publica,2024,1376,1234,1080,46.67
5818,ITUMBIARA,preprocessual,2024,349,388,89,18.66
5819,JANDAIA,civel,2024,527,594,398,40.12
5820,JANDAIA,criminal,2024,381,556,207,27.13
5821,JANDAIA,execucao penal,2024,76,69,71,50.71
5822,JANDAIA,familia - interior,2024,189,280,107,27.65
5823,JANDAIA,fazenda publica mista,2024,407,834,324,27.98
5824,JANDAIA,infancia e juventude civel,2024,10,11,7,38.89
5825,JANDAIA,infancia e juventude infracional,2024,17,24,10,29.41
5826,JANDAIA,juizado especial civel,2024,478,1028,247,19.37
5827,JANDAIA,juizado especial criminal,2024,98,144,68,32.08
5828,JANDAIA,juizado especial fazenda publica,2024,18,44,17,27.87
5829,JANDAIA,preprocessual,2024,399,401,25,5.87
5830,JARAGUÁ,civel,2024,621,745,466,38.48
5831,JARAGUÁ,criminal,2024,1099,2129,653,23.47
5832,JARAGUÁ,execucao penal,2024,277,269,217,44.65
5833,JARAGUÁ,familia - interior,2024,583,911,226,19.88
5834,JARAGUÁ,fazenda publica mista,2024,660,1742,391,18.33
5835,JARAGUÁ,infancia e juventude civel,2024,24,26,14,35.0
5836,JARAGUÁ,infancia e juventude infracional,2024,48,96,29,23.2
5837,JARAGUÁ,juizado especial civel,2024,802,813,499,38.03
5838,JARAGUÁ,juizado especial criminal,2024,219,201,141,41.23
5839,JARAGUÁ,juizado especial fazenda publica,2024,149,414,106,20.38
5840,JATAÍ,civel,2024,2775,2459,2197,47.19
5841,JATAÍ,criminal,2024,1520,2141,801,27.23
5842,JATAÍ,execucao penal,2024,902,612,679,52.59
5843,JATAÍ,familia - interior,2024,1688,1986,890,30.95
5844,JATAÍ,fazenda publica mista,2024,1193,1452,921,38.81
5845,JATAÍ,infancia e juventude civel,2024,148,153,96,38.55
5846,JATAÍ,infancia e juventude infracional,2024,121,165,77,31.82
5847,JATAÍ,juizado de violencia domestica,2024,1312,1632,861,34.54
5848,JATAÍ,juizado especial civel,2024,3071,3175,1572,33.12
5849,JATAÍ,juizado especial criminal,2024,677,941,219,18.88
5850,JATAÍ,juizado especial fazenda publica,2024,740,664,641,49.12
5851,JATAÍ,preprocessual,2024,2084,5444,466,7.88
5852,JOVIÂNIA,civel,2024,167,142,123,46.42
5853,JOVIÂNIA,criminal,2024,135,135,71,34.47
5854,JOVIÂNIA,execucao penal,2024,29,28,27,49.09
5855,JOVIÂNIA,familia - interior,2024,181,188,86,31.39
5856,JOVIÂNIA,fazenda publica mista,2024,145,163,121,42.61
5857,JOVIÂNIA,infancia e juventude civel,2024,3,5,1,16.67
5858,JOVIÂNIA,infancia e juventude infracional,2024,3,7,3,30.0
5859,JOVIÂNIA,juizado especial civel,2024,89,83,49,37.12
5860,JOVIÂNIA,juizado especial criminal,2024,26,28,21,42.86
5861,JOVIÂNIA,juizado especial fazenda publica,2024,12,12,10,45.45
5862,JUSSARA,civel,2024,573,490,483,49.64
5863,JUSSARA,criminal,2024,371,700,222,24.08
5864,JUSSARA,execucao penal,2024,99,85,90,51.43
5865,JUSSARA,familia - interior,2024,352,384,234,37.86
5866,JUSSARA,fazenda publica mista,2024,633,869,554,38.93
5867,JUSSARA,infancia e juventude civel,2024,16,21,12,36.36
5868,JUSSARA,infancia e juventude infracional,2024,18,31,7,18.42
5869,JUSSARA,juizado especial civel,2024,662,1259,416,24.84
5870,JUSSARA,juizado especial criminal,2024,132,155,70,31.11
5871,JUSSARA,juizado especial fazenda publica,2024,220,144,199,58.02
5872,LEOPOLDO DE BULHÕES,civel,2024,256,439,200,31.3
5873,LEOPOLDO DE BULHÕES,criminal,2024,255,374,166,30.74
5874,LEOPOLDO DE BULHÕES,execucao penal,2024,47,19,47,71.21
5875,LEOPOLDO DE BULHÕES,familia - interior,2024,248,551,140,20.26
5876,LEOPOLDO DE BULHÕES,fazenda publica mista,2024,74,281,48,14.59
5877,LEOPOLDO DE BULHÕES,infancia e juventude civel,2024,15,27,8,22.86
5878,LEOPOLDO DE BULHÕES,infancia e juventude infracional,2024,9,19,8,29.63
5879,LEOPOLDO DE BULHÕES,juizado especial civel,2024,150,243,94,27.89
5880,LEOPOLDO DE BULHÕES,juizado especial criminal,2024,70,130,53,28.96
5881,LEOPOLDO DE BULHÕES,juizado especial fazenda publica,2024,19,38,18,32.14
5882,LUZIÂNIA,civel,2024,3698,2768,3089,52.74
5883,LUZIÂNIA,criminal,2024,1971,2374,916,27.84
5884,LUZIÂNIA,execucao penal,2024,667,357,631,63.87
5885,LUZIÂNIA,fazenda publica mista,2024,700,4839,624,11.42
5886,LUZIÂNIA,infancia e juventude civel,2024,376,507,254,33.38
5887,LUZIÂNIA,infancia e juventude infracional,2024,191,198,116,36.94
5888,LUZIÂNIA,juizado de violencia domestica,2024,2066,2346,865,26.94
5889,LUZIÂNIA,juizado especial civel,2024,3469,3566,2060,36.62
5890,LUZIÂNIA,juizado especial criminal,2024,1561,1455,582,28.57
5891,LUZIÂNIA,juizado especial fazenda publica,2024,390,399,324,44.81
5892,LUZIÂNIA,preprocessual,2024,849,1062,125,10.53
5893,LUZIÂNIA,upj familia interior,2024,2964,2964,1499,33.59
5894,MARA ROSA,civel,2024,230,204,198,49.25
5895,MARA ROSA,criminal,2024,263,323,146,31.13
5896,MARA ROSA,execucao penal,2024,51,56,46,45.1
5897,MARA ROSA,familia - interior,2024,194,203,123,37.73
5898,MARA ROSA,fazenda publica mista,2024,91,227,64,21.99
5899,MARA ROSA,infancia e juventude civel,2024,8,15,4,21.05
5900,MARA ROSA,infancia e juventude infracional,2024,28,22,15,40.54
5901,MARA ROSA,juizado especial civel,2024,181,328,134,29.0
5902,MARA ROSA,juizado especial criminal,2024,67,74,41,35.65
5903,MARA ROSA,juizado especial fazenda publica,2024,38,22,36,62.07
5904,MAURILÂNDIA,civel,2024,335,372,256,40.76
5905,MAURILÂNDIA,criminal,2024,381,344,232,40.28
5906,MAURILÂNDIA,execucao penal,2024,45,62,42,40.38
5907,MAURILÂNDIA,familia - interior,2024,265,315,142,31.07
5908,MAURILÂNDIA,fazenda publica mista,2024,296,724,275,27.53
5909,MAURILÂNDIA,infancia e juventude civel,2024,24,26,16,38.1
5910,MAURILÂNDIA,infancia e juventude infracional,2024,16,18,11,37.93
5911,MAURILÂNDIA,juizado especial civel,2024,458,577,279,32.59
5912,MAURILÂNDIA,juizado especial criminal,2024,78,82,49,37.4
5913,MAURILÂNDIA,juizado especial fazenda publica,2024,192,130,148,53.24
5914,MINAÇU,civel,2024,561,877,430,32.9
5915,MINAÇU,criminal,2024,598,747,330,30.64
5916,MINAÇU,execucao penal,2024,90,75,79,51.3
5917,MINAÇU,familia - interior,2024,395,413,215,34.24
5918,MINAÇU,fazenda publica mista,2024,1039,3235,797,19.77
5919,MINAÇU,infancia e juventude civel,2024,17,14,12,46.15
5920,MINAÇU,infancia e juventude infracional,2024,25,24,12,33.33
5921,MINAÇU,juizado especial civel,2024,707,1266,508,28.64
5922,MINAÇU,juizado especial criminal,2024,93,92,47,33.81
5923,MINAÇU,juizado especial fazenda publica,2024,88,78,80,50.63
5924,MINEIROS,civel,2024,2018,1768,1741,49.62
5925,MINEIROS,criminal,2024,1734,1540,1147,42.69
5926,MINEIROS,execucao penal,2024,205,248,175,41.37
5927,MINEIROS,familia - interior,2024,1153,1383,848,38.01
5928,MINEIROS,fazenda publica mista,2024,834,2357,720,23.4
5929,MINEIROS,infancia e juventude civel,2024,136,171,95,35.71
5930,MINEIROS,infancia e juventude infracional,2024,140,116,87,42.86
5931,MINEIROS,juizado especial civel,2024,1942,1883,1494,44.24
5932,MINEIROS,juizado especial criminal,2024,402,347,287,45.27
5933,MINEIROS,juizado especial fazenda publica,2024,189,134,177,56.91
5934,MINEIROS,preprocessual,2024,707,738,134,15.37
5935,MONTES CLAROS DE GOIÁS,civel,2024,206,172,162,48.5
5936,MONTES CLAROS DE GOIÁS,criminal,2024,200,280,128,31.37
5937,MONTES CLAROS DE GOIÁS,execucao penal,2024,22,35,17,32.69
5938,MONTES CLAROS DE GOIÁS,familia - interior,2024,118,111,84,43.08
5939,MONTES CLAROS DE GOIÁS,fazenda publica mista,2024,237,363,199,35.41
5940,MONTES CLAROS DE GOIÁS,infancia e juventude civel,2024,2,3,2,40.0
5941,MONTES CLAROS DE GOIÁS,infancia e juventude infracional,2024,5,3,5,62.5
5942,MONTES CLAROS DE GOIÁS,juizado especial civel,2024,181,225,95,29.69
5943,MONTES CLAROS DE GOIÁS,juizado especial criminal,2024,24,34,17,33.33
5944,MONTES CLAROS DE GOIÁS,juizado especial fazenda publica,2024,24,42,13,23.64
5945,MONTIVIDIU,civel,2024,236,168,217,56.36
5946,MONTIVIDIU,criminal,2024,276,320,212,39.85
5947,MONTIVIDIU,execucao penal,2024,33,66,30,31.25
5948,MONTIVIDIU,familia - interior,2024,162,158,126,44.37
5949,MONTIVIDIU,fazenda publica mista,2024,84,381,66,14.77
5950,MONTIVIDIU,infancia e juventude civel,2024,14,15,9,37.5
5951,MONTIVIDIU,infancia e juventude infracional,2024,22,19,15,44.12
5952,MONTIVIDIU,juizado especial civel,2024,187,107,175,62.06
5953,MONTIVIDIU,juizado especial criminal,2024,107,108,97,47.32
5954,MONTIVIDIU,juizado especial fazenda publica,2024,21,14,18,56.25
5955,MORRINHOS,civel,2024,952,825,775,48.44
5956,MORRINHOS,criminal,2024,872,958,498,34.2
5957,MORRINHOS,execucao penal,2024,336,406,210,34.09
5958,MORRINHOS,familia - interior,2024,836,899,490,35.28
5959,MORRINHOS,fazenda publica mista,2024,580,1134,520,31.44
5960,MORRINHOS,infancia e juventude civel,2024,53,53,40,43.01
5961,MORRINHOS,infancia e juventude infracional,2024,46,49,27,35.53
5962,MORRINHOS,juizado especial civel,2024,1714,1771,557,23.93
5963,MORRINHOS,juizado especial criminal,2024,276,306,80,20.73
5964,MORRINHOS,juizado especial fazenda publica,2024,119,118,100,45.87
5965,MOSSÂMEDES,civel,2024,80,64,70,52.24
5966,MOSSÂMEDES,criminal,2024,83,102,57,35.85
5967,MOSSÂMEDES,execucao penal,2024,17,12,17,58.62
5968,MOSSÂMEDES,familia - interior,2024,84,110,43,28.1
5969,MOSSÂMEDES,fazenda publica mista,2024,119,281,94,25.07
5970,MOSSÂMEDES,infancia e juventude civel,2024,1,7,0,0.0
5971,MOSSÂMEDES,infancia e juventude infracional,2024,3,0,3,100.0
5972,MOSSÂMEDES,juizado especial civel,2024,421,382,260,40.5
5973,MOSSÂMEDES,juizado especial criminal,2024,11,12,4,25.0
5974,MOSSÂMEDES,juizado especial fazenda publica,2024,26,46,21,31.34
5975,MOZARLÂNDIA,civel,2024,353,373,306,45.07
5976,MOZARLÂNDIA,criminal,2024,588,436,435,49.94
5977,MOZARLÂNDIA,execucao penal,2024,69,48,68,58.62
5978,MOZARLÂNDIA,familia - interior,2024,269,373,171,31.43
5979,MOZARLÂNDIA,fazenda publica mista,2024,533,736,498,40.36
5980,MOZARLÂNDIA,infancia e juventude civel,2024,13,17,10,37.04
5981,MOZARLÂNDIA,infancia e juventude infracional,2024,36,15,31,67.39
5982,MOZARLÂNDIA,juizado especial civel,2024,431,399,300,42.92
5983,MOZARLÂNDIA,juizado especial criminal,2024,167,122,136,52.71
5984,MOZARLÂNDIA,juizado especial fazenda publica,2024,91,34,87,71.9
5985,NAZÁRIO,civel,2024,541,317,494,60.91
5986,NAZÁRIO,criminal,2024,158,248,112,31.11
5987,NAZÁRIO,execucao penal,2024,27,38,26,40.62
5988,NAZÁRIO,familia - interior,2024,187,318,118,27.06
5989,NAZÁRIO,fazenda publica mista,2024,299,335,258,43.51
5990,NAZÁRIO,infancia e juventude civel,2024,3,10,3,23.08
5991,NAZÁRIO,infancia e juventude infracional,2024,5,7,5,41.67
5992,NAZÁRIO,juizado especial civel,2024,323,327,251,43.43
5993,NAZÁRIO,juizado especial criminal,2024,25,38,24,38.71
5994,NAZÁRIO,juizado especial fazenda publica,2024,66,124,48,27.91
5995,NERÓPOLIS,civel,2024,653,747,516,40.86
5996,NERÓPOLIS,criminal,2024,535,560,319,36.29
5997,NERÓPOLIS,execucao penal,2024,144,72,134,65.05
5998,NERÓPOLIS,familia - interior,2024,486,829,242,22.6
5999,NERÓPOLIS,fazenda publica mista,2024,232,509,210,29.21
6000,NERÓPOLIS,infancia e juventude civel,2024,27,53,15,22.06
6001,NERÓPOLIS,infancia e juventude infracional,2024,32,67,14,17.28
6002,NERÓPOLIS,juizado especial civel,2024,380,862,209,19.51
6003,NERÓPOLIS,juizado especial criminal,2024,144,250,89,26.25
6004,NERÓPOLIS,juizado especial fazenda publica,2024,91,91,81,47.09
6005,NIQUELÂNDIA,civel,2024,1363,1253,1067,45.99
6006,NIQUELÂNDIA,criminal,2024,638,690,449,39.42
6007,NIQUELÂNDIA,execucao penal,2024,136,153,102,40.0
6008,NIQUELÂNDIA,familia - interior,2024,404,774,241,23.74
6009,NIQUELÂNDIA,fazenda publica mista,2024,811,1655,680,29.12
6010,NIQUELÂNDIA,infancia e juventude civel,2024,41,40,26,39.39
6011,NIQUELÂNDIA,infancia e juventude infracional,2024,57,71,43,37.72
6012,NIQUELÂNDIA,juizado especial civel,2024,813,541,586,52.0
6013,NIQUELÂNDIA,juizado especial criminal,2024,142,168,106,38.69
6014,NIQUELÂNDIA,juizado especial fazenda publica,2024,240,104,224,68.29
6015,NOVA CRIXÁS,civel,2024,320,366,275,42.9
6016,NOVA CRIXÁS,criminal,2024,521,422,397,48.47
6017,NOVA CRIXÁS,execucao penal,2024,29,24,29,54.72
6018,NOVA CRIXÁS,familia - interior,2024,233,255,168,39.72
6019,NOVA CRIXÁS,fazenda publica mista,2024,665,769,629,44.99
6020,NOVA CRIXÁS,infancia e juventude civel,2024,15,9,11,55.0
6021,NOVA CRIXÁS,infancia e juventude infracional,2024,15,6,15,71.43
6022,NOVA CRIXÁS,juizado especial civel,2024,235,302,145,32.44
6023,NOVA CRIXÁS,juizado especial criminal,2024,100,40,97,70.8
